,>=0.0,>=0.001,>=0.0010722672220103231,>=0.0011497569953977356,>=0.0012328467394420659,>=0.0013219411484660286,>=0.0014174741629268048,>=0.0015199110829529332,>=0.0016297508346206436,>=0.001747528400007683,>=0.001873817422860383,>=0.002009233002565048,>=0.0021544346900318843,>=0.0023101297000831605,>=0.0024770763559917113,>=0.0026560877829466868,>=0.002848035868435802,>=0.0030538555088334154,>=0.0032745491628777285,>=0.003511191734215131,>=0.0037649358067924675,>=0.004037017258596553,>=0.004328761281083057,>=0.004641588833612782,>=0.004977023564332114,>=0.005336699231206312,>=0.00572236765935022,>=0.006135907273413176,>=0.006579332246575682,>=0.007054802310718645,>=0.007564633275546291,>=0.008111308307896872,>=0.008697490026177835,>=0.0093260334688322,>=0.01,>=0.010722672220103232,>=0.011497569953977356,>=0.012328467394420659,>=0.013219411484660293,>=0.014174741629268055,>=0.01519911082952934,>=0.016297508346206444,>=0.01747528400007684,>=0.01873817422860384,>=0.02009233002565047,>=0.021544346900318846,>=0.023101297000831605,>=0.024770763559917114,>=0.026560877829466867,>=0.02848035868435802,>=0.030538555088334154,>=0.03274549162877728,>=0.03511191734215131,>=0.037649358067924674,>=0.04037017258596556,>=0.04328761281083059,>=0.046415888336127795,>=0.049770235643321115,>=0.0533669923120631,>=0.05722367659350217,>=0.06135907273413173,>=0.06579332246575682,>=0.07054802310718646,>=0.07564633275546291,>=0.08111308307896872,>=0.08697490026177834,>=0.093260334688322,>=0.1,>=0.10722672220103231,>=0.11497569953977356,>=0.12328467394420659,>=0.13219411484660287,>=0.14174741629268048,>=0.1519911082952933,>=0.16297508346206452,>=0.1747528400007685,>=0.1873817422860385,>=0.2009233002565048,>=0.21544346900318845,>=0.23101297000831605,>=0.24770763559917114,>=0.26560877829466867,>=0.2848035868435802,>=0.30538555088334157,>=0.32745491628777285,>=0.3511191734215131,>=0.37649358067924676,>=0.40370172585965536,>=0.4328761281083057,>=0.4641588833612782,>=0.49770235643321137,>=0.5336699231206312,>=0.572236765935022,>=0.6135907273413176,>=0.6579332246575682,>=0.7054802310718645,>=0.7564633275546291,>=0.8111308307896873,>=0.8697490026177834,>=0.9326033468832199,>=1.0
QCD,106.68876590571166,54.04396609597648,53.330357028952065,52.41113668707963,52.36132629074283,51.49931782713478,50.44374261138235,50.31690129166446,48.49487830392198,46.346804479965016,46.297580676974675,45.33029584480528,29.551313921641274,28.625579709544873,28.62557970954487,28.226332052588923,27.21208643593478,27.21208643593478,26.750427875527503,26.682938676313753,26.175787890900384,25.880377560064566,22.413867300759417,22.401428444004768,22.401428444004765,22.401428444004768,21.201176635472034,21.10686611360756,19.40085337555108,18.755023494537454,18.402381509829844,18.402381509829844,18.402381509829844,17.722008299302914,16.654418229358384,16.648006269173393,15.0116127569078,14.120892903380666,14.120892903380666,14.120892903380666,13.054455895445315,12.728744455694027,12.671823781571458,10.777536303567647,10.430529175685155,10.38578090164865,10.38578090164865,10.371791399739006,10.007295601580214,10.007295601580214,10.007295601580214,9.699907982449558,8.52606293530313,8.215492651203556,8.215492651203556,8.215492651203556,8.215492651203554,8.215492651203556,7.195814502778484,5.866775042029756,5.866775042029756,4.690021480092893,4.628189676830815,4.628189676830816,4.628189676830816,4.628189676830815,4.628189676830816,4.628189676830816,3.180360330821566,2.3118717647727784,1.3573984354787278,1.3573984354787278,0.8431568730349489,0.7863508189417996,0.7863508189417996,0.7149169891250345,0.7149169891250345,0.7149169891250345,0.7149169891250345,0.7149169891250345,0.7149169891250345,0.3931000355052591,0.11280655458695663,0.11280655458695663,0.11280655458695663,0.04606033662461893,0.04606033662461893,0.04606033662461893,0.04606033662461893,0.04606033662461893,0.04606033662461893,0.04606033662461893,0.04606033662461893,0.04606033662461893,0.04606033662461893,0.0,0.0,0.0,0.0,0.0,0.0
ttbar,17.74152051498764,17.121062491859554,17.121062491859554,17.121062491859554,16.768394451511107,16.768394451511107,16.678015734527243,16.542746062031718,16.437286001879556,16.437286001879553,16.40867469360674,16.313266903514673,16.180051696762597,16.180051696762597,15.944962085672909,15.678486445060067,15.678486445060067,15.48987273015226,15.400176570425185,15.400176570425183,15.400176570425185,15.302110195656489,14.988019358242084,14.846874266990145,14.760933424861971,14.602303528455238,14.490958901367602,14.348248935535068,13.660458429554772,13.48612286432991,13.48612286432991,13.48612286432991,13.321197978754984,13.445275072249148,13.186764986324071,13.412380670731292,13.516412357780897,12.983584165632388,12.85507700396644,12.761845571510985,12.423335561809138,12.129329153989616,11.443369189699691,10.920352163002512,10.744962800832436,10.141039929801384,10.169080024640902,10.169080024640902,10.135235403452901,10.104017339016657,9.748875175832817,9.527002510697734,8.82558739508714,8.553191715254274,8.211580108248198,7.79969950825588,7.691934898155848,7.291913383449469,6.746811022538038,6.512465792424472,6.26196425742525,5.745152174773186,5.626995877560465,5.402913097689558,5.218570772830917,5.065205508972105,4.811488395084835,4.443485288702087,4.412698442782009,3.600861333467232,3.4430553928086227,3.395120243254358,2.8120939162117233,2.589403812393042,2.504393491558343,2.3410324782747174,2.3410324782747174,2.030041481521996,1.8166924756740255,1.734888069460366,1.7348880694603657,1.6026738638902764,1.325996152766108,1.0109749616172097,0.8504324000727986,0.748060240845146,0.2793144310861907,0.2371753946199208,0.2371753946199208,0.2371753946199208,0.2371753946199208,0.2371753946199208,0.13022275891141147,0.13022275891141147,0.13022275891141147,0.0,0.0,0.0,0.0,0.0,0.0
ttH,0.3493979679131026,0.3299407220087396,0.32661203324323845,0.3252734818896599,0.3252734818896599,0.32240233807893637,0.3213864263879911,0.31702053315239176,0.3170205331523918,0.31304749785024255,0.31304749785024255,0.31304749785024255,0.31178799080744235,0.3063240382312407,0.3021698534672124,0.300655993697059,0.2987294922395269,0.2935985122906978,0.291553920593981,0.29042079822262923,0.2867248749345278,0.2855000599103467,0.28203190041804205,0.27578376568665003,0.27338485345760594,0.2661766150314193,0.26388940838651237,0.26134857232693626,0.2613485723269362,0.255491563663716,0.2448411515922997,0.2317300688603916,0.2262462990762347,0.22349813785803974,0.22114451049496003,0.21893421489384096,0.21559408312894168,0.21610477462413688,0.2098464741376319,0.20718368199391785,0.19761292206178083,0.19244111907473763,0.19348174836577708,0.18617873375743765,0.1815033386820093,0.17783139143689813,0.16778482385867577,0.16626384821509493,0.15373615588571804,0.1526411185044819,0.1454144771083991,0.1399414105032689,0.13673012997356532,0.13134219736621763,0.1275286177007981,0.116805655866772,0.11264116341222635,0.10810799416924188,0.10565291056019077,0.10189919264376135,0.10095197581708494,0.09874354508509849,0.09364212413881118,0.08764511669918354,0.08380810771415004,0.08072533628897371,0.07704633464741914,0.07595248549174673,0.07618371074208029,0.07265313847866259,0.06589638836670761,0.05551748427096719,0.04884013084428484,0.04332506050570508,0.04038626369458906,0.037135789524657375,0.037135789524657375,0.03441657986125478,0.03131864570357338,0.02659471306559685,0.02525976173864628,0.023811424781706933,0.02093748455354484,0.019754847108714935,0.01678176453942534,0.01535434492269763,0.013883096443405157,0.010371651143672136,0.010371651143672136,0.009424902044704916,0.0070808061675858795,0.0070808061675858795,0.004965817467592962,0.0029722011916567172,0.0009861330636752386,0.0009861330636752386,0.0009861330636752386,0.0009861330636752386,0.0,0.0,0.0
singlet,1.4640441607083545,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,1.19764751765046,0.9939219616573938,0.9939219616573938,0.9939219616573938,0.9939219616573938,0.9939219616573938,0.9939219616573938,0.9939219616573938,0.9939219616573938,0.9939219616573938,0.9939219616573938,0.9939219616573938,0.9939219616573938,0.9939219616573938,0.9939219616573938,0.9939219616573938,0.7917984957789699,0.79179849577897,0.79179849577897,0.79179849577897,0.7917984957789699,0.79179849577897,0.79179849577897,0.79179849577897,0.7917984957789699,0.79179849577897,0.79179849577897,0.79179849577897,0.49115468869571094,0.2670537248834236,0.2670537248834236,0.2670537248834236,0.2670537248834236,0.2670537248834236,0.2670537248834236,0.2670537248834236,0.2670537248834236,0.2670537248834236,0.2670537248834236,0.2670537248834236,0.2670537248834236,0.2670537248834236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wjets,1.9075857333798667,1.9075857333798667,1.9075857333798667,1.9075857333798667,1.9075857333798667,1.9075857333798667,1.9075857333798667,1.9075857333798667,1.9075857333798667,1.9075857333798667,1.846724705768164,1.7755973224109018,1.7755973224109016,1.7755973224109018,1.7755973224109016,1.7755973224109018,1.7755973224109016,1.7755973224109018,1.7755973224109016,1.6702582650160513,1.6702582650160513,1.6176767014012254,1.466976271291023,1.466976271291023,1.466976271291023,1.3544496628072609,1.3544496628072609,1.2133207229008693,1.2133207229008693,1.121824826104954,1.121824826104954,1.121824826104954,1.121824826104954,1.121824826104954,1.121824826104954,1.121824826104954,1.121824826104954,1.121824826104954,1.0389395270810224,0.7480407208569232,0.7480407208569233,0.7480407208569232,0.7480407208569232,0.6673949797592954,0.6673949797592954,0.6673949797592954,0.6673949797592954,0.6673949797592954,0.585235934505947,0.585235934505947,0.585235934505947,0.585235934505947,0.585235934505947,0.585235934505947,0.585235934505947,0.585235934505947,0.585235934505947,0.585235934505947,0.510859247973247,0.4123689964265631,0.3101160862107464,0.3101160862107464,0.3101160862107464,0.3101160862107464,0.2267191311950602,0.2267191311950602,0.2267191311950602,0.2267191311950602,0.2267191311950602,0.2267191311950602,0.2267191311950602,0.2267191311950602,0.2267191311950602,0.16924516356111732,0.16924516356111732,0.16924516356111732,0.16924516356111732,0.16924516356111732,0.16924516356111732,0.08948414872004341,0.08948414872004341,0.08948414872004341,0.08948414872004341,0.08948414872004341,0.08948414872004341,0.08948414872004341,0.08948414872004341,0.08948414872004341,0.08948414872004341,0.08948414872004341,0.08948414872004341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zjets,2.544942589723343,1.7924220346705866,1.7924220346705866,1.7924220346705866,1.6660372987681598,1.6660372987681598,1.6660372987681598,1.6660372987681598,1.6660372987681598,1.6660372987681598,1.5452756740613998,1.421505387937801,1.421505387937801,1.421505387937801,1.3221222685127882,1.3221222685127882,1.3221222685127885,1.3201171368214857,1.3201171368214855,1.3201171368214855,1.3201171368214857,1.2198009024608494,0.9862266676632265,0.9862266676632266,0.9862266676632268,0.9862266676632265,0.9862266676632265,0.8852140343791801,0.8852140343791801,0.820906955599225,0.8209069555992248,0.820906955599225,0.8209069555992249,0.820906955599225,0.8209069555992248,0.7210241902408042,0.7210241902408041,0.7210241902408041,0.7210241902408041,0.6766661735039395,0.6766661735039395,0.6766661735039395,0.6388793624100535,0.5677099081081918,0.5677099081081918,0.5677099081081918,0.5677099081081918,0.5677099081081918,0.4575972812676682,0.4575972812676682,0.4575972812676682,0.4575972812676682,0.3965756739334013,0.3965756739334013,0.3965756739334013,0.3965756739334013,0.3965756739334013,0.3965756739334013,0.3965756739334013,0.3965756739334013,0.3965756739334013,0.3965756739334013,0.3120278643264832,0.3120278643264832,0.3120278643264832,0.3120278643264832,0.3120278643264832,0.3120278643264832,0.2493160554003565,0.2493160554003565,0.08088108234802249,0.08088108234802249,0.08088108234802249,0.08088108234802249,0.08088108234802249,0.08088108234802249,0.08088108234802249,0.08088108234802249,0.002507587107261352,0.002507587107261352,0.002507587107261352,0.002507587107261352,0.002507587107261352,0.002507587107261352,0.002507587107261352,0.002507587107261352,0.002507587107261352,0.002507587107261352,0.002507587107261352,0.002507587107261352,0.002507587107261352,0.002507587107261352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VV,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EWKZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EWKW,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.20209927343745998,0.20209927343745998,0.20209927343745998,0.20209927343745998,0.20209927343745998,0.20209927343745998,0.20209927343745998,0.20209927343745998,0.20209927343745998,0.20209927343745998,0.20209927343745998,0.20209927343745998,0.20209927343745998,0.20209927343745998,0.20209927343745998,0.20209927343745998,0.20209927343745998,0.20209927343745998,0.20209927343745998,0.20209927343745998,0.20209927343745998,0.20209927343745998,0.20209927343745998,0.20209927343745998,0.20209927343745998,0.20209927343745998,0.20209927343745998,0.20209927343745998,0.20209927343745998,0.20209927343745998,0.20209927343745998,0.20209927343745998,0.20209927343745998,0.20209927343745998,0.20209927343745998,0.20209927343745998,0.1161197469744442,0.1161197469744442,0.1161197469744442,0.1161197469744442,0.1161197469744442,0.1161197469744442,0.1161197469744442,0.1161197469744442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ggF,1.599120057086611,1.3354261574537776,1.3228618199717854,1.2702440099549654,1.2702440099549652,1.2320073707081933,1.2105927156666219,1.1312389768011333,1.0729390858166834,1.0168054016699726,0.9464697133303054,0.8976422534001924,0.8787463164957054,0.8337832584176101,0.7907465212835115,0.745366338254595,0.745366338254595,0.7227258921130699,0.6854158383834462,0.6854158383834462,0.6590016103374549,0.6494269782054385,0.6494269782054385,0.5986023663956164,0.5986023663956164,0.5657252340750141,0.5468761362496835,0.5468761362496835,0.5187323567568309,0.5187323567568309,0.4989631505109842,0.47092562370108687,0.44008039833860974,0.4400803983386098,0.4400803983386098,0.44008039833860974,0.39178786524699194,0.35692489107032394,0.2917517115705215,0.2917517115705215,0.2917517115705215,0.27076575067245007,0.27076575067245007,0.27076575067245007,0.27076575067245007,0.27076575067245007,0.23166105664344772,0.23166105664344772,0.23166105664344772,0.23166105664344772,0.2077113535520114,0.2077113535520114,0.2077113535520114,0.20771135355201142,0.2077113535520114,0.18926331176118916,0.18926331176118916,0.14481720138331122,0.12628513856260745,0.12628513856260748,0.12628513856260745,0.10213190560540772,0.08507873020669193,0.0608834506011833,0.0608834506011833,0.0608834506011833,0.0608834506011833,0.0608834506011833,0.0608834506011833,0.0608834506011833,0.0608834506011833,0.020150435858016645,0.020150435858016645,0.020150435858016645,0.020150435858016645,0.020150435858016645,0.020150435858016645,0.020150435858016645,0.020150435858016645,0.020150435858016645,0.020150435858016645,0.020150435858016645,0.020150435858016645,0.020150435858016645,0.020150435858016645,0.020150435858016645,0.020150435858016645,0.020150435858016645,0.020150435858016645,0.020150435858016645,0.020150435858016645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VBF,0.4357495334551509,0.3346602285366213,0.33466022853662136,0.3346602285366213,0.3184576178122074,0.3184576178122073,0.30996307744654894,0.2933375222441757,0.28562641074866135,0.2856264107486613,0.28000259941084993,0.2736093172607221,0.273609317260722,0.2736093172607221,0.2617160492007138,0.2617160492007138,0.25482746052545624,0.2414849669430399,0.24148496694303986,0.24958458143916085,0.18967764830633266,0.18967764830633266,0.18967764830633266,0.18967764830633266,0.18967764830633266,0.17631819639180216,0.17631819639180216,0.1722706726519254,0.17227067265192542,0.16658418571012273,0.16658418571012273,0.16658418571012273,0.16658418571012273,0.16658418571012273,0.15975139086859486,0.15471345971336098,0.14632057203364032,0.14632057203364032,0.14632057203364032,0.14632057203364032,0.13807715468686244,0.13807715468686244,0.13807715468686244,0.13157998152445632,0.11914564310707183,0.11914564310707183,0.10676586396824769,0.1067658639682477,0.09111838980145512,0.09111838980145512,0.09111838980145512,0.09111838980145512,0.09111838980145512,0.09111838980145512,0.08581366237984797,0.07945581694139134,0.07945581694139135,0.07945581694139135,0.07945581694139137,0.06774551898603566,0.05649624252048764,0.05649624252048764,0.05649624252048765,0.05649624252048764,0.05649624252048764,0.05649624252048764,0.05649624252048765,0.04826942603090639,0.04192445442965943,0.04192445442965943,0.04192445442965944,0.01712920896487577,0.01712920896487577,0.01712920896487577,0.01712920896487577,0.01712920896487577,0.00807105361931119,0.00807105361931119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WH,2.2224615426919074,2.1643514121865555,2.158967744486819,2.1524144436687913,2.1476950408236988,2.141766877297518,2.1261588670819997,2.1196632427452466,2.114372402277291,2.1044445826143723,2.0953721588901506,2.081816912319363,2.06793740004937,2.0609594527031927,2.0559594722356276,2.0494703726317027,2.0348541311138106,2.0196282190544825,2.0130993507057418,1.9923331830117557,1.9686574172302758,1.9555432010142304,1.9359573941414032,1.9183133244111847,1.9038704968605344,1.8919351124359183,1.8703747005581508,1.8559249453522573,1.8300095458997165,1.8142562304332224,1.7909538224903183,1.7765770515728019,1.7499429303413372,1.7183996647379849,1.6775679176882405,1.6612223301823972,1.6343420930550558,1.6093184325404766,1.589217282010568,1.5648474415503897,1.533052543108237,1.4967262146808535,1.4455254054197195,1.4112612759300895,1.3798922720923255,1.3491244307991963,1.3238070746855606,1.279412959555197,1.2492402950831643,1.2201308106909325,1.183660624760557,1.1556087363161944,1.1212156917336027,1.0903607007270915,1.0639736352071665,1.0408564447188704,1.0044623338106222,0.9735322434349389,0.9398662897348256,0.9047278024461158,0.8737110004704176,0.8457638659028957,0.8136003158834972,0.7846293990321257,0.745048934327487,0.7218316915687732,0.6858895627768015,0.6639169675547298,0.6472912799970563,0.6135302120598692,0.5941086632218399,0.5611966020987033,0.5280278662752563,0.4979891170019686,0.4755671076456798,0.4414908270202945,0.4244248414592987,0.3993472529659186,0.38159857024200267,0.3541073090459437,0.3337914262969147,0.3131323878979483,0.30051138180468706,0.27568865269720805,0.250161836824198,0.22426133853006294,0.20714552745361026,0.19601782737809845,0.18284927835827422,0.17008271120673632,0.1419426529414533,0.11798895581390176,0.10406060159013907,0.07972205478869676,0.06859752737217685,0.05383371277854144,0.03417129104410292,0.019970316435007816,0.0037370668431079045,0.0009302452326338036,0.0
ZH,1.1558045915157158,1.109797135114708,1.1075393103890214,1.1070695211957304,1.103419166717747,1.1010508470578977,1.095085454015434,1.0890399618330613,1.0803920827437181,1.075102427189547,1.0683760327824856,1.0659994703996287,1.0595758865522091,1.0538533342690013,1.0465182134461335,1.0403531877163377,1.0282168769241984,1.016824028371976,1.0059430512080902,0.9907924893698491,0.9776850069611475,0.9709944859081842,0.9595384858078486,0.9434415323499318,0.929795815810932,0.9202961409863251,0.9097983843085335,0.8969476084781245,0.8903131932331699,0.8807378108133924,0.8652988540526858,0.8428667961274255,0.8364064624641246,0.8192110146187546,0.8073650195726227,0.788331208381276,0.771028210476906,0.7626224972984785,0.7479023185933904,0.7337095476459342,0.7246966786242116,0.6994960941838249,0.6885635193064391,0.6728582626227005,0.6568150406708733,0.6400131345027562,0.6145951364563056,0.5921987234556102,0.5699788193311187,0.5473483661887679,0.5297182555024817,0.5149102936625092,0.5027786238941394,0.47968330501978446,0.4725048465471532,0.46102999077222206,0.44787399163393926,0.43604359782350255,0.42011889731522545,0.4139069702766131,0.4071030354329653,0.3980724428287131,0.3886840725184566,0.37130591381328937,0.35872096641693785,0.3465276512400936,0.34306705730460196,0.33573278911039756,0.319249338043488,0.3068787560150167,0.29216729656308293,0.277277467993577,0.2626431256753128,0.24322908995768108,0.23149344185769574,0.21680870465983157,0.2125885489532614,0.20533633177123914,0.19355665436552824,0.18035737223170947,0.16963825816101605,0.15985196933848225,0.1452149053237794,0.134706620240693,0.12752190939100022,0.1107321898287387,0.09600350349011785,0.08796658159765587,0.0806268811384728,0.07246871594039042,0.06302151299949679,0.05398433189939918,0.04956030655554837,0.04261410986199867,0.035125004865215345,0.027119312755644335,0.021821180015137283,0.016624995978135295,0.008715250465095562,0.0021392916910443513,0.0
